id_review,timestamp,raw_text,clean_text,rating,emotion,intensity,source,product_id,category,marca,modelo
SHOP_0016,12 abr 2024,"Excelente calidad, lo malo de los creadores de microsoft es que con ésta nueva versión de windows ya no te permite instalar las aplicaciones que quieras, cada vez son más restrictivas sus versiones de microsoft windows.","Excelente calidad, lo malo de los creadores de Microsoft es que con esta nueva versión de Windows ya no te permite instalar las aplicaciones que quieras, cada vez son más restrictivas sus versiones de Microsoft Windows.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0017,12 feb 2025,"Excelente para el trabajo de oficina, cuenta con lo necesario para trabajo diario.","Excelente para el trabajo de oficina, cuenta con lo necesario para el trabajo diario.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0018,24 ene 2024,Excelente compra 👌.,Excelente compra.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0019,25 feb 2024,"Es perfecta en. Coppel estaba al doble , lastima que no compre la garantía espero no necesitarla.","La compra está perfecta. En Coppel estaba al doble de precio, lo que es una lástima, ya que no compré la garantía. Espero no necesitarla.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0020,23 may 2024,Buen producto precio calidad!.,"Buen producto, su precio y calidad son excelentes.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0021,30 mar 2024,La recomiendo mucho para estudiantes.,La recomiendo mucho para los estudiantes.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0022,03 dic 2023,Es lo que promete por el precio.,Es lo que se promete por el precio.,Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0023,29 nov 2023,"Es muy bonita me encanta, funciona bien y todo viene sellado desde fábrica y el precio es execelente la ameeee.","Me encanta la forma en que lo has dicho, pero te voy a ayudar a que suene aún más natural y claro. Aquí te dejo el comentario corregido:

Es muy bonita, me encanta. Funciona bien y todo viene sellado desde la fábrica. El precio es excelente.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0024,13 jun 2024,Sigo en uso y sigo evaluando el producto por el precio u uso muy poco esta bien es fe muy buen tamaño y no es pesado.,"Sigo en uso y estoy evaluando el producto. Por el precio, el uso es muy poco, pero está bien. El tamaño es muy bueno y no es pesado.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0025,13 dic 2023,X ser mi primer laptop me parecio muy buena.,Mi primer laptop me pareció muy buena.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0026,01 dic 2023,Exelente.,Excelente.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0027,28 sept 2025,"Actualizo la opinion. La laptop esta en ingles, si es un poco tedioso encontrar rl ajuste para que todo este en español, ya pude configurarla y la laptop tiene buen funcionamiento.","La laptop está en inglés, es un poco tedioso encontrar el ajuste para que todo esté en español, pero ya pude configurarla y tiene buen funcionamiento.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0028,28 abr 2024,Está a bien la computadora lo malo es que tarda en descargar un programa.,"La computadora está bien, pero lo malo es que tarda mucho en descargar un programa.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0029,30 nov 2023,Excelente opcion para tareas.,Excelente opción para tareas.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0030,04 oct 2023,Es lo que esperaba.,Es lo que esperaba.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0031,16 dic 2024,"Me pareció excelente precio calidad, muy ligera y el color esta lindo 👍🏽👍🏽.","Me pareció un excelente precio calidad, muy ligera y el color está lindo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0032,29 oct 2024,"La compu es buena para la escuela y el trabajo, si no te urgen las cosas, se tarda algo en iniciarse, en abrir aplicaciones y páginas de internet. Por el precio, es genial, y para algo sencillo también es muy bueno. Es una muy buena compra con relación calidad precio.","La computadora es buena para la escuela y el trabajo, si no te urgirán las cosas, se tarda algo en iniciarse, en abrir aplicaciones y páginas de internet. Por el precio, es genial, y para algo sencillo también es muy bueno. Es una muy buena compra con relación calidad-precio.",Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0033,01 sept 2023,Parece bueno.,Parece bueno.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0034,08 abr 2025,Me gustó mucho la verdad sola recomiendo 👌👌👌👍👍👍😊🌟🌟🌟🌟🌟.,"Me gustó mucho, la verdad, la recomiendo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0035,27 sept 2024,Exelente de muy buena calidad funciona todo bien lo recomiendo mucho.,"Excelente de muy buena calidad, funciona todo bien, lo recomiendo mucho.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0036,13 jul 2025,"Me ha parecido muy bueno y me ha funcionado muy bien para la universidad, el único detalle es que por defecto de fabrico viene de usa por lo que no trae ñ, pero le cambias el idioma a la laptop y ya pones el teclado en español y más que nada los símbolos cambian de lugar, pero de ahí para allá todo muy bien.","Me ha parecido muy bueno y me ha funcionado muy bien para la universidad. El único detalle es que por defecto de fábrica viene de USA, por lo que no trae ñ. Pero le cambias el idioma a la laptop y ya pones el teclado en español. Más que nada, los símbolos cambian de lugar, pero de ahí para allá todo muy bien.",Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0037,30 ene 2025,Ya van 2 que compro y muy bueno. Sin queja alguna.,Ya van 2 que compro y es muy bueno. Sin quejas alguna.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0038,25 dic 2024,Le gusto mucho a mi sobrina.,Me gusta mucho a mi sobrina.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0039,27 oct 2024,Me salió súper buena recomendado.,Me salió muy bien.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0040,08 ene 2024,Me encantó es un producto súper mega recomendado el tamaño y el peso está perfecto ❤️.,"Me encantó, es un producto muy recomendado. El tamaño y el peso están perfectos.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0041,06 dic 2023,De muy buena calidad y precio y útil para los chavos de la escuela.,"De muy buena calidad y precio, es útil para los estudiantes de la escuela.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0042,10 jun 2025,"Muy bonita la lap, mi hermano quedo satisfecho con la compra, y sobre todo muy bonita y ligera, es de buen tamaño, super recomendada.","La laptop es muy bonita, mi hermano quedó satisfecho con la compra, y sobre todo es muy bonita y ligera, tiene un buen tamaño, es muy recomendada.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0043,07 nov 2025,"Es muy buena laptop, te ayudará demasiado en tus trabajos escolares y laborales!!!.","Es una laptop muy buena, te ayudará mucho en tus trabajos escolares y laborales.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0044,16 mar 2025,"Muy bonita, ligera, el empaque en el que venía la cubre muy bien, solo se le debe instalar office, funciona perfecto, la recomiendo ampliamente.","Muy bonita, ligera. El empaque en el que venía la cubre muy bien. Solo se le debe instalar Office, funciona perfecto. La recomiendo ampliamente.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0045,30 dic 2024,Es súper ligera muy ligera en realidad no pesa jaja muy buena compra la recomiendo.,"La compra es muy ligera, no pesa en realidad. Es una buena compra, la recomiendo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0046,16 dic 2024,"Muy buena laptop ya llevamos unas semanas usándola y no hay queja, la verdad es que fue una buena compra, la recomendamos.",Muy buena laptop. Ya llevamos unas semanas usándola y no hay quejas. La verdad es que fue una buena compra. La recomendamos.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0047,01 sept 2024,Muy bonita me encantó el tamaño es muy bueno y la calidad igual.,"Me encantó el producto, el tamaño es muy bueno y la calidad es excelente.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0048,24 dic 2024,Un producto muy sencillo pero funcional.,Un producto muy simple pero funcional.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0049,23 sept 2024,La verdad creo que es un buen. Producto por su precio cumple con las expectativas.,El producto cumple con las expectativas por su precio.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0050,25 jun 2024,Muy buen producto lo recomiendo.,"Muy buen producto, lo recomiendo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0051,08 feb 2024,Excelente producto por el precio.,Excelente producto por el precio.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0052,20 dic 2023,"Excelente compra.
Sin problema de configuracion.
Funciona perfectamente.
Buen tamaño y muy ligera.
Justo lo que necesitaba.","Excelente compra.
Sin problemas de configuración.
Funciona perfectamente.
Tiene un buen tamaño y es muy ligera.
Es justo lo que necesitaba.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0053,15 oct 2023,Exelente producto precio calidad.,"Excelente producto, precio y calidad.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0054,28 jun 2023,Excelente compra….,Excelente compra.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0055,07 nov 2025,Buena relación precio calidad y muy buen producto para el trabajo.,Buena relación precio- calidad y muy buen producto para el trabajo.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0056,15 dic 2025,Muy buen tamaño y funcional. Excelente que ya traiga office.,Muy buen tamaño y funcional. Es excelente que ya traiga Office.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0057,15 feb 2025,"Excelente laptop, muy práctica y fácil de utilizar. Excelente compra.","Excelente laptop, muy práctica y fácil de usar. Excelente compra.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0058,07 ene 2025,Excelente calidad.,Excelente calidad.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0059,09 dic 2024,Excelente calidad - precio funciona muy bien. Ya la traigo usando y me ha funcionado muy bien.,Excelente calidad-precio funciona muy bien. Ya la estoy utilizando y me ha funcionado muy bien.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0060,15 mar 2025,El precio es accesible le encantó mi hijo. Viene sellada al principio viene en inglés pero se actualiza conforme los datos que te pide. Es rápido la velocidad no tenemos queja. Lo recomiendo.,"El precio es accesible, le encantó a mi hijo. Viene sellada al principio, viene en inglés pero se actualiza conforme a los datos que pide. Es rápido la velocidad, no tenemos queja. Lo recomiendo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0061,26 nov 2024,Excelente!! es justo lo que necesitaba. Me encantó.,Me alegra que te haya gustado.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0062,30 sept 2024,La verdad está muy bien se ve bien la imagen y no se traba muy bien en relación a calidad y precio espero y dure mucho.,La verdad es que está muy bien. Se ve bien la imagen y no tiene problemas en relación a calidad y precio. Espero que dure mucho.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0063,13 sept 2024,Mediación mi lap se las recomiendo.,"La medición de la batería de mi laptop es excelente, la recomiendo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0064,16 sept 2025,Muy bueno solamente es equipo americano.,"Muy bueno, solamente es equipo americano.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0065,30 jul 2025,Buen producto.,Buen producto.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0066,04 jun 2025,Excelente producto.,Excelente producto.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0067,31 may 2025,Bueno.,Bueno.,Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0068,15 mar 2025,"Esta bien, solo que está en inglés.","Está bien, solo que está en inglés.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0069,14 mar 2025,"Para tareas escolares excelente. Ligera y rápida.
Útil para estudiar y navegación en internet.
La recomiendo ampliamente. Muy buen precio y calidad.","Para tareas escolares es excelente. Ligera y rápida.
Útil para estudiar y la navegación en internet.
La recomiendo ampliamente. Tiene un buen precio y una buena calidad.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0070,01 mar 2025,Hasta ahora todo bien me a servido mucho para mis tareas.,"Hasta ahora todo bien, me ha servido mucho para mis tareas.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0071,31 ene 2025,"El material al tacto parece aluminio delgado, esta genial, para un uso de trabajo general comun es la mejor relacion precio-calidad que hay aqui, por algo es de las mas vendidas y cabe mensionar que al ser marca conocida hp tambien es facil de reparar y no es tan caro sus partes y modificaciones, me agrado mucho y la recomiendo.","El material al tacto parece aluminio delgado, está genial. Para un uso de trabajo general común, es la mejor relación precio-calidad que hay aquí. Por algo es una de las más vendidas y cabe mencionar que, al ser una marca conocida como HP, también es fácil de reparar y no es tan caro sus partes y modificaciones. Me agrada mucho y la recomiendo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0072,13 ene 2025,"Al inicio de la configuracion todo bien, la guarde apagandola de forma normal y cuando la quice usar no cargaba el windows solo se reiniciaba una y otra vez hasta que entre en los menus que ofrece para restablecer y la tuve que reiniciar de fabrica, por ahora a un mes de la compra funciona normal, no es muy poetente, pero si para trabajos escolares no muy exigentes esta bien.","La configuración comenzó bien al principio. Guardé el dispositivo apagándolo de forma normal. Sin embargo, cuando intenté usarlo, no cargaba el sistema operativo y se reiniciaba una y otra vez hasta que pude acceder a los menús de restauración y tuve que reiniciarlo a fábrica. Hasta ahora, después de un mes de la compra, funciona normalmente. No es muy potente, pero es suficiente para trabajos escolares no muy exigentes.",Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0073,24 dic 2024,"Es un producto muy bonito ,barato, aun no la usamos al 100% , la prendí cheque lo básico y cumple su función veremos que tan funciona en la escuela.",El producto es muy bonito y económico. Aún no lo hemos utilizado al 100%. Lo probamos con las funciones básicas y cumple su propósito. Veremos cómo funciona en la escuela.,Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0074,23 dic 2024,Que puedo decir es la tercera que compro es súper rapida.,La tercera que compro es muy rápida.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0075,28 nov 2024,Excelente compra.,Excelente compra.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0076,27 oct 2024,Muy bueno.,Muy bueno.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0077,26 oct 2024,Más de lo que esperaba muy buena y bonita y super rápida muy ligera.,"Muy buena y bonita, y super rápida, muy ligera.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0078,20 ago 2024,Hasta el momento todo bien solo la e usado para facturar en linea.,"Hasta el momento todo bien, solo la he utilizado para facturar en línea.",Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0079,25 abr 2024,"Viene. Muy bien la laptop pero no trae el mouse, me dieron a cambio unos audífonos muy x pero está bien apenas la empezaré a usar pero a simple vista se mira bien.","La laptop es buena, pero no incluye el mouse. En su lugar, me dieron unos audífonos de baja calidad. A primera vista, la laptop se ve bien.",Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0080,30 mar 2024,"Excelente producto para lo que es para estudiante, calidad y precio, recomendable.","Excelente producto para estudiantes, calidad y precio, es recomendable.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0081,09 dic 2023,Me gustó mucho.,Me gustó mucho.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0082,27 nov 2023,Lo básico cumple con la funcion.,Lo básico cumple con su función.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0083,07 oct 2023,"Hasta ahora se a desempeñado muy bien,,,materiales de buena calidad,,por el precio está muy bien.",Hasta ahora se ha desempeñado muy bien. Materiales de buena calidad. Por el precio está muy bien.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0084,25 jul 2023,"Buena compra la lap jala bien buena velocidad para el precio muy accesible obvio para lo que es para hacer tareas checar fb, para usar el office al precio muy buena lap top.","La lap top es una buena compra, funciona bien y tiene una buena velocidad para el precio. Es muy accesible para hacer tareas básicas como checar Facebook y usar el Office.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0085,30 nov 2025,"Me encanto, excelente producto.
Muy práctico, viene con cargador m.","Me encantó, excelente producto. Es muy práctico, viene con cargador.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0086,05 mar 2026,"Con las bbb 🫶🏻.
Buena, bonita y barata.","Con las mejores calidad. 
Buena, bonita y barata.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0087,21 feb 2026,"Viene muy bien empacada , es liviana como y práctica , trae sus cables y manual , a la primera impresión de prender y configurar se ve y funcionó muy bien , se la regalaré a mi hijo en unos días , sé que le encantará y le funcionará súper bien para sus necesidades y en relación calidad precio si la recomiendo, la volveré a comprar.","La caja viene muy bien empacada, es liviana y práctica, incluye sus cables y manual. Al primer intento de encender y configurar, se ve y funciona muy bien. La regalaré a mi hijo en unos días, sé que le encantará y le funcionará súper bien para sus necesidades. En cuanto a la relación calidad-precio, la recomiendo y la volveré a comprar.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0088,27 dic 2024,"Buena calidad y precio, vale la pena es muy liviana, tiene un lindo color y textura, le dura bastante la bateria, viene en ingles pero lo puedes ajustar.","La calidad y el precio son buenos, vale la pena. Es muy liviana, tiene un color agradable y una textura suave. La batería dura bastante tiempo. Viene con la opción de idioma en inglés, pero se puede ajustar.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0089,26 ene 2026,"Es un producto básico, para uso básico escolar esta bien. No podemos pedir mas de este modelo.","El producto es básico, para uso escolar está bien. No podemos pedir más de este modelo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0090,11 dic 2025,Buen aparato.,Buen aparato.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0091,10 dic 2025,"Se ve bien, falta probarla.","Se ve bien, falta probarla.",Calificación 4 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0092,09 nov 2025,Excelente.,Excelente.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0093,08 nov 2025,"Es muy buen producto, hasta el momento todo bien, bien empacado con su instructivo y cargador original y nuevo todo.
La única duda es como activo el microsoft 365 personal que trae incluido.","Es un producto muy bueno, hasta el momento todo está bien. Está bien empacado con su manual y cargador originales y nuevos. La única duda es cómo activar el Microsoft 365 personal que viene incluido.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0094,14 oct 2025,"Me a encantado todo bien.
La opcuparé para tareas de primaria.
10 de 10.
Precio y calidad.","Me ha encantado todo bien.
La ocuparé para tareas de primaria.
Diez de diez.
Precio y calidad.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0095,09 may 2025,Es perfecta muy facil de utilizar muy práctica y completa.,"Es perfecta, muy fácil de utilizar, muy práctica y completa.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0096,13 mar 2026,"Llegó muy bien empacado, falta probar.","Llegó muy bien empacado, falta probarlo.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0097,12 feb 2026,"Tamaño perfecto, está en perfectas condiciones, el único detalle que todo su sistema operativo está en ingles.","Tamaño perfecto, está en perfectas condiciones, el único detalle es que todo el sistema operativo está en inglés.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0098,06 feb 2026,"La acabo de recibir, venía super bien cuidada y hasta ahorita esta funcionando muy bien para todo, tiene el tamaño adecuado y el color es tal cual el que dice.","La acabo de recibir, venía muy bien cuidada y hasta ahora está funcionando muy bien para todo, tiene el tamaño adecuado y el color es tal como el que se dice.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0099,05 feb 2026,"Excelente hasta el momento no ha tenido alguna falla, solo que al inicio todo viene en inglés. Pero muy bien.","Excelente hasta el momento no ha tenido alguna falla, solo que al inicio todo viene en inglés, pero muy bien.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0100,22 ene 2026,Excelente compra empaque original 10/10.,"Excelente compra, el empaque es original, 10/10.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0101,20 ene 2026,"Gracias excelente laptop,es mi primera compra en mercado libre, gracias por todo, excelente envío, gracias.","Me alegra que te haya gustado la laptop. Es mi primera compra en Mercado Libre, gracias por todo. El envío también fue excelente.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0102,27 dic 2025,"Exelente producto.
Cumplio con mis expectativas la uso para trabajos y funciona sin ningún problema.
Venía en una caja bien sellada con su cable para cargar.
Es liviana y la puedo llevar a todas partes.
Recomiendo la compra.",Excelente producto. Cumple con mis expectativas. La uso para trabajos y funciona sin ningún problema. Venía en una caja bien sellada con su cable para cargar. Es liviana y la puedo llevar a todas partes. Recomiendo su compra.,Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
SHOP_0103,27 dic 2025,"Excelente compra,pedí 2 colores rosa y gris,muy satisfecha.","Excelente compra. Pedí 2 colores, rosa y gris. Estoy muy satisfecha.",Calificación 5 de 5,,,Mercado Libre,ML_PROD_001,,HP,HP 14
